FISH_KEY,DATE_CATCH,Sesn,Year,LOCATION_ID,ACCESS_CODE,WEIGHT,TOTAL_LENGTH,FORK_LENGTH,SEX,Age,MAT_CODE
468LA_1546_F081_F,18-May-88,aSP,1988,468,F081,689,,393,1,,2
468LA_1547_F081_F,18-May-88,aSP,1988,468,F081,477,,350,2,,2
468LA_1548_F081_F,18-May-88,aSP,1988,468,F081,688,,394,1,,2
468LA_1549_F081_F,29-Jun-88,aSP,1988,468,F081,626,,382,2,,1
468LA_155_F081_F,08-Oct-81,Fa,1981,468,F081,649,442,394,1,9,2
468LA_1550_F081_F,29-Jun-88,aSP,1988,468,F081,474,,359,2,,2
468LA_1551_F081_F,29-Jun-88,aSP,1988,468,F081,292,,309,1,,1
468LA_1552_F081_F,29-Jun-88,aSP,1988,468,F081,649,,399,1,,2
468LA_1553_F081_F,29-Jun-88,aSP,1988,468,F081,847,,424,2,,2
468LA_1554_F081_F,29-Jun-88,aSP,1988,468,F081,522,,377,1,,1
468LA_1555_F081_F,29-Jun-88,aSP,1988,468,F081,653,,388,2,,1
468LA_1556_F081_F,29-Jun-88,aSP,1988,468,F081,850,,425,1,,2
468LA_1557_F081_F,29-Jun-88,aSP,1988,468,F081,1385,,485,1,,2
468LA_1558_F081_F,29-Jun-88,aSP,1988,468,F081,768,,407,1,,2
468LA_1559_F081_F,29-Jun-88,aSP,1988,468,F081,500,,362,2,,2
468LA_156_F081_F,08-Oct-81,Fa,1981,468,F081,713,461,417,1,8,2
468LA_1560_F081_F,29-Jun-88,aSP,1988,468,F081,1457,,492,2,,2
468LA_1561_F081_F,21-Sep-88,Fa,1988,468,F081,812,,418,1,,2
468LA_1562_F081_F,21-Sep-88,Fa,1988,468,F081,938,,440,1,,2
468LA_1563_F081_F,21-Sep-88,Fa,1988,468,F081,729,,412,1,,1
468LA_1564_F081_F,21-Sep-88,Fa,1988,468,F081,1062,,462,1,,2
468LA_1565_F081_F,21-Sep-88,Fa,1988,468,F081,830,,430,1,,2
468LA_1566_F081_F,21-Sep-88,Fa,1988,468,F081,496,,372,1,,1
468LA_1567_F081_F,21-Sep-88,Fa,1988,468,F081,1314,,460,2,,2
468LA_1568_F081_F,21-Sep-88,Fa,1988,468,F081,229,,280,2,,1
468LA_1569_F081_F,21-Sep-88,Fa,1988,468,F081,200,,270,2,,1
468LA_157_F081_F,08-Oct-81,Fa,1981,468,F081,471,411,371,1,7,2
468LA_1570_F081_F,21-Sep-88,Fa,1988,468,F081,1037,,443,1,,2
468LA_1571_F081_F,21-Sep-88,Fa,1988,468,F081,846,,422,2,,2
468LA_1572_F081_F,21-Sep-88,Fa,1988,468,F081,566,,380,1,,2
468LA_1573_F081_F,19-Oct-88,Fa,1988,468,F081,1000,,445,2,,2
468LA_1574_F081_F,19-Oct-88,Fa,1988,468,F081,907,,440,2,,2
468LA_1575_F081_F,19-Oct-88,Fa,1988,468,F081,1172,,476,1,,2
468LA_1576_F081_F,19-Oct-88,Fa,1988,468,F081,561,,380,2,,2
468LA_1577_F081_F,19-Oct-88,Fa,1988,468,F081,802,,414,1,,2
468LA_1578_F081_F,19-Oct-88,Fa,1988,468,F081,1043,,455,1,,2
468LA_1579_F081_F,19-Oct-88,Fa,1988,468,F081,699,,402,2,,2
468LA_158_F081_F,08-Oct-81,Fa,1981,468,F081,745,460,415,1,11,2
468LA_1580_F081_F,19-Oct-88,Fa,1988,468,F081,590,,385,1,,1
468LA_1581_F081_F,19-Oct-88,Fa,1988,468,F081,716,,413,1,,1
468LA_1582_F081_F,19-Oct-88,Fa,1988,468,F081,849,,412,2,,2
468LA_1583_F081_F,19-Oct-88,Fa,1988,468,F081,1180,,475,1,,2
468LA_1584_F081_F,19-Oct-88,Fa,1988,468,F081,420,,345,1,,1
468LA_1585_F081_F,23-May-89,aSP,1989,468,F081,705,,424,2,,2
468LA_1586_F081_F,23-May-89,aSP,1989,468,F081,392,,335,1,,1
468LA_1587_F081_F,23-May-89,aSP,1989,468,F081,1027,,441,1,,2
468LA_1588_F081_F,23-May-89,aSP,1989,468,F081,285,,301,2,,1
468LA_1589_F081_F,23-May-89,aSP,1989,468,F081,364,,347,2,,1
468LA_159_F081_F,08-Oct-81,Fa,1981,468,F081,681,446,405,1,11,2
468LA_1590_F081_F,23-May-89,aSP,1989,468,F081,1000,,456,1,,1
468LA_1591_F081_F,23-May-89,aSP,1989,468,F081,706,,424,1,,2
468LA_1592_F081_F,23-May-89,aSP,1989,468,F081,239,,297,2,,1
468LA_1593_F081_F,23-May-89,aSP,1989,468,F081,431,,336,2,,2
468LA_1594_F081_F,23-May-89,aSP,1989,468,F081,497,,362,2,,2
468LA_1595_F081_F,23-May-89,aSP,1989,468,F081,243,,290,1,,1
468LA_1596_F081_F,23-May-89,aSP,1989,468,F081,2230,,580,1,,2
468LA_1597_F081_F,27-Jun-89,aSP,1989,468,F081,1092,,471,2,,2
468LA_1598_F081_F,27-Jun-89,aSP,1989,468,F081,841,,430,1,,2
468LA_1599_F081_F,27-Jun-89,aSP,1989,468,F081,336,,320,2,,1
468LA_16_F081_F,19-May-73,aSP,1973,468,F081,4950,,726,1,19,2
468LA_160_F081_F,08-Oct-81,Fa,1981,468,F081,1139,507,460,1,13,2
468LA_1600_F081_F,27-Jun-89,aSP,1989,468,F081,756,,409,1,,2
468LA_1601_F081_F,27-Jun-89,aSP,1989,468,F081,556,,355,1,,1
468LA_1602_F081_F,27-Jun-89,aSP,1989,468,F081,983,,455,2,,2
468LA_1603_F081_F,27-Jun-89,aSP,1989,468,F081,632,,379,2,,2
468LA_1605_F081_F,27-Jun-89,aSP,1989,468,F081,916,,424,2,,2
468LA_1606_F081_F,27-Jun-89,aSP,1989,468,F081,605,,394,2,,2
468LA_1607_F081_F,27-Jun-89,aSP,1989,468,F081,282,,305,1,,1
468LA_1608_F081_F,11-Sep-89,Fa,1989,468,F081,1200,,439,2,,2
468LA_1609_F081_F,11-Sep-89,Fa,1989,468,F081,1274,,479,1,,2
468LA_161_F081_F,08-Oct-81,Fa,1981,468,F081,756,468,423,1,10,2
468LA_1610_F081_F,11-Sep-89,Fa,1989,468,F081,631,,393,2,,1
468LA_1611_F081_F,11-Sep-89,Fa,1989,468,F081,849,,415,1,,2
468LA_1612_F081_F,11-Sep-89,Fa,1989,468,F081,3091,,629,2,,2
468LA_1613_F081_F,11-Sep-89,Fa,1989,468,F081,1486,,477,2,,2
468LA_1614_F081_F,11-Sep-89,Fa,1989,468,F081,628,,402,2,,1
468LA_1615_F081_F,11-Sep-89,Fa,1989,468,F081,641,,394,2,,1
468LA_1616_F081_F,11-Sep-89,Fa,1989,468,F081,471,,360,1,,1
468LA_1617_F081_F,11-Sep-89,Fa,1989,468,F081,440,,342,1,,2
468LA_1618_F081_F,11-Sep-89,Fa,1989,468,F081,1030,,434,1,,2
468LA_1619_F081_F,02-Oct-89,Fa,1989,468,F081,1647,,456,2,,2
468LA_162_F081_F,12-Oct-81,Fa,1981,468,F081,678,424,394,1,,2
468LA_1620_F081_F,02-Oct-89,Fa,1989,468,F081,980,,442,1,,2
468LA_1621_F081_F,02-Oct-89,Fa,1989,468,F081,1110,,465,2,,2
468LA_1622_F081_F,24-Oct-89,Fa,1989,468,F081,734,,392,2,,1
468LA_1623_F081_F,24-Oct-89,Fa,1989,468,F081,425,,345,1,,1
468LA_1624_F081_F,24-Oct-89,Fa,1989,468,F081,347,,320,2,,1
468LA_1625_F081_F,24-Oct-89,Fa,1989,468,F081,613,,396,2,,2
468LA_1626_F081_F,24-Oct-89,Fa,1989,468,F081,493,,360,1,,1
468LA_1627_F081_F,24-Oct-89,Fa,1989,468,F081,903,,445,1,,2
468LA_1628_F081_F,24-Oct-89,Fa,1989,468,F081,541,,377,2,,2
468LA_1629_F081_F,16-May-90,aSP,1990,468,F081,680,,392,2,,2
468LA_163_F081_F,12-Oct-81,Fa,1981,468,F081,504,412,369,1,7,2
468LA_1630_F081_F,16-May-90,aSP,1990,468,F081,359,,330,1,,1
468LA_1631_F081_F,16-May-90,aSP,1990,468,F081,1576,,517,2,,2
468LA_1632_F081_F,16-May-90,aSP,1990,468,F081,958,,444,2,,2
468LA_1633_F081_F,16-May-90,aSP,1990,468,F081,357,,331,2,,1
468LA_1634_F081_F,16-May-90,aSP,1990,468,F081,405,,335,1,,1
468LA_1635_F081_F,16-May-90,aSP,1990,468,F081,457,,349,2,,1
468LA_1636_F081_F,16-May-90,aSP,1990,468,F081,636,,390,1,,1
468LA_1637_F081_F,16-May-90,aSP,1990,468,F081,413,,343,1,,1
468LA_1638_F081_F,16-May-90,aSP,1990,468,F081,414,,332,2,,2
468LA_1639_F081_F,16-May-90,aSP,1990,468,F081,757,,407,2,,2
468LA_164_F081_F,12-Oct-81,Fa,1981,468,F081,720,465,419,1,11,2
468LA_1640_F081_F,16-May-90,aSP,1990,468,F081,771,,422,1,,1
468LA_1641_F081_F,19-Jun-90,aSP,1990,468,F081,693,,410,2,,1
468LA_1642_F081_F,19-Jun-90,aSP,1990,468,F081,326,,322,1,,1
468LA_1643_F081_F,19-Jun-90,aSP,1990,468,F081,516,,371,1,,2
468LA_1644_F081_F,19-Jun-90,aSP,1990,468,F081,1543,,509,1,,2
468LA_1645_F081_F,19-Jun-90,aSP,1990,468,F081,980,,436,2,,2
468LA_1646_F081_F,19-Jun-90,aSP,1990,468,F081,798,,407,1,,2
468LA_1647_F081_F,19-Jun-90,aSP,1990,468,F081,470,,357,1,,1
468LA_1648_F081_F,19-Jun-90,aSP,1990,468,F081,1302,,472,1,,2
468LA_1649_F081_F,19-Jun-90,aSP,1990,468,F081,913,,437,1,,2
468LA_165_F081_F,12-Oct-81,Fa,1981,468,F081,850,463,417,1,,2
468LA_1650_F081_F,19-Jun-90,aSP,1990,468,F081,441,,346,2,,1
468LA_1651_F081_F,09-Sep-90,Fa,1990,468,F081,649,,401,1,,1
468LA_1652_F081_F,09-Sep-90,Fa,1990,468,F081,1012,,440,1,,2
468LA_1653_F081_F,09-Sep-90,Fa,1990,468,F081,1595,,492,2,,2
468LA_1654_F081_F,09-Sep-90,Fa,1990,468,F081,626,,391,2,,1
468LA_1655_F081_F,09-Sep-90,Fa,1990,468,F081,1251,,469,2,,2
468LA_1656_F081_F,09-Sep-90,Fa,1990,468,F081,773,,411,1,,2
468LA_1657_F081_F,09-Sep-90,Fa,1990,468,F081,1528,,510,1,,2
468LA_1658_F081_F,09-Sep-90,Fa,1990,468,F081,257,,293,2,,1
468LA_1659_F081_F,09-Sep-90,Fa,1990,468,F081,1540,,503,2,,2
468LA_166_F081_F,12-Oct-81,Fa,1981,468,F081,855,473,428,1,,2
468LA_1660_F081_F,09-Sep-90,Fa,1990,468,F081,394,,347,2,,2
468LA_1661_F081_F,09-Sep-90,Fa,1990,468,F081,696,,399,1,,2
468LA_1662_F081_F,09-Sep-90,Fa,1990,468,F081,1197,,446,2,,2
468LA_1663_F081_F,09-Sep-90,Fa,1990,468,F081,1305,,467,2,,2
468LA_1664_F081_F,15-May-91,aSP,1991,468,F081,1479,,510,1,,2
468LA_1665_F081_F,15-May-91,aSP,1991,468,F081,380,,330,1,,1
468LA_1666_F081_F,15-May-91,aSP,1991,468,F081,344,,326,1,,1
468LA_1667_F081_F,15-May-91,aSP,1991,468,F081,1020,,444,1,,2
468LA_1668_F081_F,15-May-91,aSP,1991,468,F081,689,,395,2,,2
468LA_1669_F081_F,15-May-91,aSP,1991,468,F081,569,,374,1,,2
468LA_167_F081_F,12-Oct-81,Fa,1981,468,F081,555,423,380,1,,2
468LA_1670_F081_F,15-May-91,aSP,1991,468,F081,1440,,497,1,,2
468LA_1671_F081_F,15-May-91,aSP,1991,468,F081,616,,380,1,,2
468LA_1672_F081_F,15-May-91,aSP,1991,468,F081,1729,,511,1,,2
468LA_1673_F081_F,15-May-91,aSP,1991,468,F081,861,,412,2,,2
468LA_1674_F081_F,15-May-91,aSP,1991,468,F081,926,,429,2,,2
468LA_1675_F081_F,15-May-91,aSP,1991,468,F081,1010,,450,2,,2
468LA_1676_F081_F,15-May-91,aSP,1991,468,F081,855,,417,1,,2
468LA_1677_F081_F,10-Sep-91,Fa,1991,468,F081,950,,431,2,,2
468LA_1678_F081_F,10-Sep-91,Fa,1991,468,F081,2626,,586,2,,2
468LA_1679_F081_F,10-Sep-91,Fa,1991,468,F081,718,,420,1,,1
468LA_168_F081_F,12-Oct-81,Fa,1981,468,F081,455,399,355,1,6,2
468LA_1680_F081_F,10-Sep-91,Fa,1991,468,F081,919,,445,1,,2
468LA_1681_F081_F,10-Sep-91,Fa,1991,468,F081,684,,408,2,,2
468LA_1682_F081_F,10-Sep-91,Fa,1991,468,F081,749,,410,2,,2
468LA_1683_F081_F,10-Sep-91,Fa,1991,468,F081,593,,378,1,,2
468LA_1684_F081_F,10-Sep-91,Fa,1991,468,F081,870,,420,2,,2
468LA_1685_F081_F,10-Sep-91,Fa,1991,468,F081,677,,399,1,,2
468LA_1686_F081_F,10-Sep-91,Fa,1991,468,F081,665,,394,1,,2
468LA_1687_F081_F,10-Sep-91,Fa,1991,468,F081,1365,,486,2,,2
468LA_1688_F081_F,10-Sep-91,Fa,1991,468,F081,1102,,460,1,,2
468LA_1689_F081_F,20-May-92,aSP,1992,468,F081,289,,304,1,,1
468LA_169_F081_F,12-Oct-81,Fa,1981,468,F081,865,475,428,1,10,2
468LA_1690_F081_F,20-May-92,aSP,1992,468,F081,1206,,477,1,,2
468LA_1691_F081_F,20-May-92,aSP,1992,468,F081,667,,408,1,,2
468LA_1692_F081_F,20-May-92,aSP,1992,468,F081,376,,340,1,,1
468LA_1693_F081_F,20-May-92,aSP,1992,468,F081,548,,373,1,,2
468LA_1694_F081_F,20-May-92,aSP,1992,468,F081,595,,385,1,,2
468LA_1695_F081_F,20-May-92,aSP,1992,468,F081,744,,412,2,,2
468LA_1696_F081_F,20-May-92,aSP,1992,468,F081,742,,408,1,,2
468LA_1697_F081_F,20-May-92,aSP,1992,468,F081,684,,392,2,,2
468LA_1698_F081_F,20-May-92,aSP,1992,468,F081,530,,378,1,,2
468LA_1699_F081_F,20-May-92,aSP,1992,468,F081,658,,403,1,,2
468LA_17_F081_F,15-Jun-73,aSP,1973,468,F081,1040,,457,1,8,2
468LA_170_F081_F,12-Oct-81,Fa,1981,468,F081,737,460,415,1,,2
468LA_1700_F081_F,20-May-92,aSP,1992,468,F081,903,,439,1,,2
468LA_1701_F081_F,20-May-92,aSP,1992,468,F081,3148,,634,1,,2
468LA_1702_F081_F,15-Sep-92,Fa,1992,468,F081,527,,367,2,,1
468LA_1703_F081_F,15-Sep-92,Fa,1992,468,F081,768,,430,2,,1
468LA_1704_F081_F,15-Sep-92,Fa,1992,468,F081,624,,408,2,,1
468LA_1705_F081_F,15-Sep-92,Fa,1992,468,F081,567,,380,1,,1
468LA_1706_F081_F,15-Sep-92,Fa,1992,468,F081,1618,,499,2,,2
468LA_1707_F081_F,15-Sep-92,Fa,1992,468,F081,425,,341,1,,1
468LA_1708_F081_F,15-Sep-92,Fa,1992,468,F081,842,,401,2,,2
468LA_1709_F081_F,15-Sep-92,Fa,1992,468,F081,783,,423,2,,1
468LA_171_F081_F,12-Oct-81,Fa,1981,468,F081,168,283,253,,3,
468LA_1710_F081_F,15-Sep-92,Fa,1992,468,F081,825,,435,2,,1
468LA_1711_F081_F,15-Sep-92,Fa,1992,468,F081,768,,414,2,,2
468LA_1712_F081_F,15-Sep-92,Fa,1992,468,F081,868,,432,1,,2
468LA_1713_F081_F,07-Oct-92,Fa,1992,468,F081,865,467,430,,,
468LA_1714_F081_F,07-Oct-92,Fa,1992,468,F081,645,412,385,,,
468LA_1715_F081_F,07-Oct-92,Fa,1992,468,F081,633,423,403,,,
468LA_1716_F081_F,07-Oct-92,Fa,1992,468,F081,688,433,392,,,
468LA_1717_F081_F,07-Oct-92,Fa,1992,468,F081,948,455,430,,,
468LA_1718_F081_F,07-Oct-92,Fa,1992,468,F081,474,390,375,,,
468LA_1719_F081_F,07-Oct-92,Fa,1992,468,F081,786,455,420,,,
468LA_172_F081_F,12-Oct-81,Fa,1981,468,F081,878,463,420,1,12,2
468LA_1720_F081_F,07-Oct-92,Fa,1992,468,F081,541,395,380,,,
468LA_1721_F081_F,07-Oct-92,Fa,1992,468,F081,1071,532,500,,,
468LA_1722_F081_F,07-Oct-92,Fa,1992,468,F081,826,460,435,,,
468LA_1723_F081_F,07-Oct-92,Fa,1992,468,F081,625,415,385,,,
468LA_1724_F081_F,08-Sep-93,Fa,1993,468,F081,742,,413,2,,1
468LA_1725_F081_F,08-Sep-93,Fa,1993,468,F081,780,,404,2,,2
468LA_1726_F081_F,08-Sep-93,Fa,1993,468,F081,1346,,475,1,,2
468LA_1727_F081_F,08-Sep-93,Fa,1993,468,F081,1071,,457,2,,2
468LA_1728_F081_F,08-Sep-93,Fa,1993,468,F081,933,,445,1,,2
468LA_1729_F081_F,08-Sep-93,Fa,1993,468,F081,552,,374,1,,1
468LA_173_F081_F,12-Oct-81,Fa,1981,468,F081,1069,515,460,1,14,2
468LA_1730_F081_F,08-Sep-93,Fa,1993,468,F081,756,,406,1,,2
468LA_1731_F081_F,08-Sep-93,Fa,1993,468,F081,698,,404,2,,1
468LA_1732_F081_F,08-Sep-93,Fa,1993,468,F081,748,,408,1,,2
468LA_1733_F081_F,08-Sep-93,Fa,1993,468,F081,672,,405,1,,1
468LA_1734_F081_F,13-Sep-94,Fa,1994,468,F081,768,,429,1,,2
468LA_1735_F081_F,13-Sep-94,Fa,1994,468,F081,818,,417,2,,2
468LA_1736_F081_F,13-Sep-94,Fa,1994,468,F081,1026,,473,2,,1
468LA_1737_F081_F,13-Sep-94,Fa,1994,468,F081,1356,,495,1,,2
468LA_1738_F081_F,13-Sep-94,Fa,1994,468,F081,1067,,462,2,,2
468LA_1739_F081_F,13-Sep-94,Fa,1994,468,F081,984,,430,2,,2
468LA_174_F081_F,12-Oct-81,Fa,1981,468,F081,960,472,422,2,12,2
468LA_1740_F081_F,13-Sep-94,Fa,1994,468,F081,927,,429,1,,2
468LA_1741_F081_F,13-Sep-94,Fa,1994,468,F081,815,,404,2,,2
468LA_1742_F081_F,13-Sep-94,Fa,1994,468,F081,923,,440,1,,2
468LA_1743_F081_F,13-Sep-94,Fa,1994,468,F081,1299,,475,2,,2
468LA_1744_F081_F,13-Sep-94,Fa,1994,468,F081,961,,473,1,,2
468LA_1745_F081_F,13-Sep-94,Fa,1994,468,F081,861,,430,1,,2
468LA_1746_F081_F,20-Sep-95,Fa,1995,468,F081,759,,421,1,,2
468LA_1747_F081_F,20-Sep-95,Fa,1995,468,F081,802,,425,1,,2
468LA_1748_F081_F,20-Sep-95,Fa,1995,468,F081,872,,445,1,,1
468LA_1749_F081_F,20-Sep-95,Fa,1995,468,F081,1067,,452,2,,2
468LA_175_F081_F,12-Oct-81,Fa,1981,468,F081,648,447,398,1,9,2
468LA_1750_F081_F,20-Sep-95,Fa,1995,468,F081,923,,423,2,,2
468LA_1751_F081_F,20-Sep-95,Fa,1995,468,F081,864,,426,1,,2
468LA_1752_F081_F,20-Sep-95,Fa,1995,468,F081,720,,415,1,,2
468LA_1753_F081_F,20-Sep-95,Fa,1995,468,F081,941,,440,2,,1
468LA_1754_F081_F,20-Sep-95,Fa,1995,468,F081,751,,421,1,,2
468LA_1755_F081_F,20-Sep-95,Fa,1995,468,F081,635,,396,2,,1
468LA_1756_F081_F,20-Sep-95,Fa,1995,468,F081,602,,394,1,,2
468LA_1757_F081_F,14-Sep-99,Fa,1999,468,F081,653,,402,1,,2
468LA_1758_F081_F,14-Sep-99,Fa,1999,468,F081,1078,,466,1,,2
468LA_1759_F081_F,14-Sep-99,Fa,1999,468,F081,539,,384,2,,2
468LA_176_F081_F,12-Oct-81,Fa,1981,468,F081,1142,515,462,2,13,2
468LA_1760_F081_F,14-Sep-99,Fa,1999,468,F081,1050,,441,2,,2
468LA_1761_F081_F,14-Sep-99,Fa,1999,468,F081,908,,420,2,,2
468LA_1762_F081_F,04-Oct-00,Fa,2000,468,F081,860,471,426,2,,2
468LA_1763_F081_F,04-Oct-00,Fa,2000,468,F081,865,462,418,2,,2
468LA_1764_F081_F,04-Oct-00,Fa,2000,468,F081,835,467,423,1,,4
468LA_1765_F081_F,04-Oct-00,Fa,2000,468,F081,760,438,396,2,,4
468LA_1766_F081_F,04-Oct-00,Fa,2000,468,F081,665,451,406,1,,4
468LA_1767_F081_F,04-Oct-00,Fa,2000,468,F081,590,424,387,1,,4
468LA_1768_F081_F,04-Oct-00,Fa,2000,468,F081,765,454,407,1,,4
468LA_1769_F081_F,04-Oct-00,Fa,2000,468,F081,940,474,436,1,,4
468LA_177_F081_F,12-Oct-81,Fa,1981,468,F081,692,448,406,1,,2
468LA_1770_F081_F,04-Oct-00,Fa,2000,468,F081,1600,586,527,2,,2
468LA_1771_F081_F,10-May-01,aSP,2001,468,F081,760,461,415,2,,2
468LA_1772_F081_F,10-May-01,aSP,2001,468,F081,905,494,440,2,,2
468LA_1773_F081_F,10-May-01,aSP,2001,468,F081,770,455,412,2,,2
468LA_1774_F081_F,26-Jul-01,Fa,2001,468,F081,505,388,350,2,,2
468LA_1775_F081_F,26-Jul-01,Fa,2001,468,F081,650,440,395,2,,2
468LA_1776_F081_F,26-Jul-01,Fa,2001,468,F081,820,458,413,2,,2
468LA_1777_F081_F,26-Jul-01,Fa,2001,468,F081,825,470,421,2,,2
468LA_1778_F081_F,19-Sep-01,Fa,2001,468,F081,970,475,435,1,,2
468LA_1779_F081_F,19-Sep-01,Fa,2001,468,F081,950,465,425,1,,2
468LA_178_F081_F,28-Oct-81,Fa,1981,468,F081,768,465,416,2,6,1
468LA_1780_F081_F,19-Sep-01,Fa,2001,468,F081,800,464,399,1,,2
468LA_1781_F081_F,19-Sep-01,Fa,2001,468,F081,850,482,434,1,,4
468LA_1782_F081_F,19-Sep-01,Fa,2001,468,F081,610,445,399,2,,2
468LA_1783_F081_F,19-Sep-01,Fa,2001,468,F081,530,400,358,2,,2
468LA_1784_F081_F,19-Sep-01,Fa,2001,468,F081,870,480,430,1,,2
468LA_1785_F081_F,19-Sep-01,Fa,2001,468,F081,1355,516,465,2,,2
468LA_1786_F081_F,19-Sep-01,Fa,2001,468,F081,935,484,435,2,,2
468LA_1787_F081_F,19-Sep-01,Fa,2001,468,F081,965,477,430,2,,2
468LA_1788_F081_F,19-Sep-01,Fa,2001,468,F081,765,455,409,2,,2
468LA_1789_F081_F,19-Sep-01,Fa,2001,468,F081,1090,531,480,2,,2
468LA_179_F081_F,28-Oct-81,Fa,1981,468,F081,143,270,242,9,3,1
468LA_1790_F081_F,19-Sep-01,Fa,2001,468,F081,1020,494,445,1,,2
468LA_1791_F081_F,19-Sep-01,Fa,2001,468,F081,865,471,425,1,,4
468LA_1792_F081_F,19-Sep-01,Fa,2001,468,F081,1190,510,456,2,,2
468LA_1793_F081_F,01-Oct-02,Fa,2002,468,F081,1130,,466,2,,2
468LA_1794_F081_F,01-Oct-02,Fa,2002,468,F081,830,,444,2,,2
468LA_1795_F081_F,01-Oct-02,Fa,2002,468,F081,870,,423,2,,2
468LA_1796_F081_F,01-Oct-02,Fa,2002,468,F081,645,,380,1,,2
468LA_1797_F081_F,01-Oct-02,Fa,2002,468,F081,750,,422,1,,2
468LA_1798_F081_F,01-Oct-02,Fa,2002,468,F081,1300,,477,1,,2
468LA_1799_F081_F,01-Oct-02,Fa,2002,468,F081,880,,432,1,,2
468LA_18_F081_F,15-Jun-73,aSP,1973,468,F081,382,,324,1,6,2
468LA_180_F081_F,28-Oct-81,Fa,1981,468,F081,536,404,363,2,6,1
468LA_1800_F081_F,01-Oct-02,Fa,2002,468,F081,910,,445,2,,2
468LA_1801_F081_F,01-Oct-02,Fa,2002,468,F081,990,,446,1,,2
468LA_1802_F081_F,01-Oct-02,Fa,2002,468,F081,850,,414,1,,2
468LA_1803_F081_F,01-Oct-02,Fa,2002,468,F081,880,,422,1,,2
468LA_1804_F081_F,01-Oct-02,Fa,2002,468,F081,870,,431,1,,2
468LA_1805_F081_F,01-Oct-02,Fa,2002,468,F081,900,,438,2,,2
468LA_1806_F081_F,01-Oct-02,Fa,2002,468,F081,715,,398,2,,2
468LA_1807_F081_F,01-Oct-02,Fa,2002,468,F081,1090,,472,2,,2
468LA_1808_F081_F,17-Sep-03,Fa,2003,468,F081,1160,,460,2,,2
468LA_1809_F081_F,17-Sep-03,Fa,2003,468,F081,970,,416,2,,2
468LA_181_F081_F,28-Oct-81,Fa,1981,468,F081,1470,567,510,,9,
468LA_1810_F081_F,17-Sep-03,Fa,2003,468,F081,570,,368,2,,2
468LA_1811_F081_F,17-Sep-03,Fa,2003,468,F081,710,,392,2,,2
468LA_1812_F081_F,17-Sep-03,Fa,2003,468,F081,825,,446,1,,2
468LA_1813_F081_F,17-Sep-03,Fa,2003,468,F081,835,,420,1,,2
468LA_1814_F081_F,17-Sep-03,Fa,2003,468,F081,785,,418,1,,2
468LA_1815_F081_F,17-Sep-03,Fa,2003,468,F081,805,,410,2,,2
468LA_1816_F081_F,17-Sep-03,Fa,2003,468,F081,1140,,456,1,,2
468LA_1817_F081_F,17-Sep-03,Fa,2003,468,F081,890,,417,1,,2
468LA_1818_F081_F,17-Sep-03,Fa,2003,468,F081,1080,,455,2,,2
468LA_1819_F081_F,17-Sep-03,Fa,2003,468,F081,1575,,491,1,,2
468LA_182_F081_F,28-Oct-81,Fa,1981,468,F081,1280,545,490,,,
468LA_1820_F081_F,17-Sep-03,Fa,2003,468,F081,555,,368,1,,2
468LA_1821_F081_F,17-Sep-03,Fa,2003,468,F081,990,,442,1,,2
468LA_1822_F081_F,17-Sep-03,Fa,2003,468,F081,1170,,440,2,,2
468LA_1823_F081_F,17-Sep-03,Fa,2003,468,F081,1075,,440,2,,2
468LA_1824_F081_F,17-Sep-03,Fa,2003,468,F081,1010,,437,1,,2
468LA_1825_F081_F,17-Sep-03,Fa,2003,468,F081,1600,,510,1,,2
468LA_183_F081_F,28-Oct-81,Fa,1981,468,F081,1220,545,486,2,10,2
468LA_184_F081_F,28-Oct-81,Fa,1981,468,F081,1800,612,553,2,7,2
468LA_185_F081_F,28-Oct-81,Fa,1981,468,F081,660,439,392,2,11,2
468LA_186_F081_F,28-Oct-81,Fa,1981,468,F081,3250,699,647,2,12,2
468LA_187_F081_F,31-May-81,aSP,1981,468,F081,3536,724,659,2,12,2
468LA_188_F081_F,05-Oct-82,Fa,1982,468,F081,947,482,434,1,,2
468LA_189_F081_F,05-Oct-82,Fa,1982,468,F081,1135,496,448,2,,2
468LA_19_F081_F,15-Jun-73,aSP,1973,468,F081,351,,312,1,5,2
468LA_190_F081_F,05-Oct-82,Fa,1982,468,F081,620,432,390,,,
468LA_191_F081_F,05-Oct-82,Fa,1982,468,F081,965,477,430,2,,2
468LA_192_F081_F,05-Oct-82,Fa,1982,468,F081,695,446,400,1,,2
468LA_193_F081_F,05-Oct-82,Fa,1982,468,F081,1025,508,455,1,,2
468LA_194_F081_F,05-Oct-82,Fa,1982,468,F081,1500,550,495,1,,2
468LA_195_F081_F,05-Oct-82,Fa,1982,468,F081,1280,527,472,1,,2
468LA_196_F081_F,05-Oct-82,Fa,1982,468,F081,660,447,402,2,,5
468LA_198_F081_F,05-Oct-82,Fa,1982,468,F081,862,480,427,1,,2
468LA_199_F081_F,05-Oct-82,Fa,1982,468,F081,893,480,434,1,,2
468LA_2_F081_F,12-May-73,aSP,1973,468,F081,850,,413,2,5,2
468LA_20_F081_F,15-Jun-73,aSP,1973,468,F081,565,,364,1,7,2
468LA_200_F081_F,05-Oct-82,Fa,1982,468,F081,605,432,388,1,,2
468LA_201_F081_F,05-Oct-82,Fa,1982,468,F081,675,434,393,,,
