FISH_KEY,LOCATION,YEAR,DATE_CATCH,capture_recapture,DATE_CATCH_2,taxon,FISH_NUM,fish_catch_method,ORIG_NUM,WEIGHT,TOTAL_LENGTH,FORK_LENGTH,SEX,AGE,DEAD,COMMENTS
373LA_169_F081_F,373,1990,10/13/1990,F,,F081,169,2,1,1235,535,488,1,27,,
373LA_84_F081_R,373,1990,10/13/1990,R,,F081,84,2,4,804,465,420,1,12,,#164;age inferred
373LA_170_F081_F,373,1990,10/13/1990,F,,F081,170,2,2,930,476,426,1,14,,
373LA_171_F081_F,373,1990,10/13/1990,F,,F081,171,2,3,1179,497,454,2,16,,
373LA_85_F081_R,373,1990,10/13/1990,R,,F081,85,2,5,765,441,397,,7,,#160;age inferred
373LA_172_F081_F,373,1990,10/13/1990,F,,F081,172,2,6,758,452,404,1,8,,
373LA_173_F081_F,373,1990,10/13/1990,F,,F081,173,2,9,1121,508,462,1,17,,
373LA_180_F081_F,373,1990,10/16/1990,F,,F081,180,2,6,1020,475,432,2,12,,
373LA_174_F081_F,373,1990,10/13/1990,F,,F081,174,2,11,779,450,403,1,8,,
373LA_181_F081_F,373,1990,10/16/1990,F,,F081,181,2,7,1160,503,456,2,16,,
373LA_176_F081_F,373,1990,10/13/1990,F,,F081,176,2,14,1020,495,445,1,13,,
373LA_87_F081_R,373,1990,10/13/1990,R,,F081,87,2,8,1210,531,478,,14,,#40;age inferred
373LA_177_F081_F,373,1990,10/13/1990,F,,F081,177,2,16,811,467,420,,9,,
373LA_75_F081_R,373,1990,10/11/1990,R,,F081,75,2,1,1020,485,437,1,,,
373LA_178_F081_F,373,1990,10/16/1990,F,,F081,178,2,2,540,406,364,,5,,picture quality
373LA_179_F081_F,373,1990,10/16/1990,F,,F081,179,2,4,860,460,415,1,13,,
373LA_99_F081_R,373,1990,10/16/1990,R,,F081,99,2,14,1245,526,486,,,,
373LA_168_F081_F,373,1990,10/11/1990,F,,F081,168,2,11,870,454,421,2,11,,
373LA_86_F081_R,373,1990,10/13/1990,R,,F081,86,2,7,1190,522,477,,26,,#19;age inferred
373LA_78_F081_R,373,1990,10/11/1990,R,,F081,78,2,4,1010,476,433,1,,,
373LA_79_F081_R,373,1990,10/11/1990,R,,F081,79,2,5,1140,516,470,1,,,
373LA_76_F081_R,373,1990,10/11/1990,R,,F081,76,2,2,1130,479,435,,,,
373LA_77_F081_R,373,1990,10/11/1990,R,,F081,77,2,3,1250,520,475,1,,,TL
373LA_112_F081_R,373,1991,10/11/1991,R,,F081,112,2,5,1000,488,439,1,20,,#102;age inferred
373LA_113_F081_R,373,1991,10/11/1991,R,,F081,113,2,6,1240,530,478,1,15,,#40;age inferred
373LA_114_F081_R,373,1991,10/11/1991,R,,F081,114,2,7,925,475,432,1,15,,R54;age inferred
373LA_115_F081_R,373,1991,10/11/1991,R,,F081,115,2,8,1105,517,467,1,20,,
373LA_111_F081_R,373,1991,10/11/1991,R,,F081,111,2,4,1410,552,500,1,24,,#39;age inferred
373LA_117_F081_R,373,1991,10/11/1991,R,,F081,117,2,10,1025,492,444,1,10,,#58;age inferred
373LA_108_F081_R,373,1991,10/11/1991,R,,F081,108,2,1,1290,516,469,1,21,,#81;age inferred
373LA_118_F081_R,373,1991,10/11/1991,R,,F081,118,2,11,1100,494,447,1,14,,#55;age inferred
373LA_119_F081_R,373,1991,10/11/1991,R,,F081,119,2,12,1310,544,501,1,11,,#63;age inferred
373LA_120_F081_R,373,1991,10/11/1991,R,,F081,120,2,13,1025,494,446,1,17,,#117;age inferred
373LA_194_F081_F,373,1991,10/7/1991,F,,F081,194,2,17,1160,494,446,1,13,,
373LA_122_F081_R,373,1991,10/11/1991,R,,F081,122,2,15,955,475,428,1,9,,#175;age inferred
373LA_116_F081_R,373,1991,10/11/1991,R,,F081,116,2,9,1260,536,483,1,13,,#82;age inferred
373LA_188_F081_F,373,1991,10/7/1991,F,,F081,188,2,4,198,294,265,,2,,
373LA_109_F081_R,373,1991,10/11/1991,R,,F081,109,2,2,1065,480,432,1,14,,#77;age inferred
373LA_123_F081_R,373,1991,10/11/1991,R,,F081,123,2,16,1170,527,469,2,14,,#29;age inferred
373LA_107_F081_R,373,1991,10/7/1991,R,,F081,107,2,18,955,470,425,1,8,,
373LA_106_F081_R,373,1991,10/7/1991,R,,F081,106,2,15,885,463,419,1,11,,#159;age inferred
373LA_105_F081_R,373,1991,10/7/1991,R,,F081,105,2,11,915,465,425,,17,,#20;age inferred
373LA_104_F081_R,373,1991,10/7/1991,R,,F081,104,2,10,1010,486,436,1,14,,#113;age inferred
373LA_103_F081_R,373,1991,10/7/1991,R,,F081,103,2,9,980,475,426,1,15,,#104;age inferred
373LA_102_F081_R,373,1991,10/7/1991,R,,F081,102,2,8,1200,518,470,1,13,,#88;age inferred
373LA_185_F081_F,373,1991,10/7/1991,F,,F081,185,2,1,271,318,284,,3,,
373LA_101_F081_R,373,1991,10/7/1991,R,,F081,101,2,7,975,482,433,1,15,,#170;age inferred
373LA_186_F081_F,373,1991,10/7/1991,F,,F081,186,2,2,206,284,256,,3,Y,+
373LA_100_F081_R,373,1991,10/7/1991,R,,F081,100,2,6,835,473,425,1,16,,
373LA_110_F081_R,373,1991,10/11/1991,R,,F081,110,2,3,1175,505,457,1,13,,#59;age inferred
373LA_191_F081_F,373,1991,10/7/1991,F,,F081,191,2,13,198,295,264,,2,Y,+;pictue quality
373LA_121_F081_R,373,1991,10/11/1991,R,,F081,121,2,14,1145,502,456,2,17,,#181;age inferred
373LA_190_F081_F,373,1991,10/7/1991,F,,F081,190,2,12,880,460,414,,13,,
373LA_124_F081_R,373,1991,10/11/1991,R,,F081,124,2,17,865,466,419,1,11,,
373LA_201_F081_F,373,1991,10/11/1991,F,,F081,201,2,22,513,409,360,1,6,,
373LA_187_F081_F,373,1991,10/7/1991,F,,F081,187,2,3,141,261,237,,2,Y,+;picture quality
373LA_198_F081_F,373,1991,10/11/1991,F,,F081,198,2,19,940,471,426,1,10,,
373LA_195_F081_F,373,1991,10/7/1991,F,,F081,195,2,19,1060,478,430,2,15,,
373LA_189_F081_F,373,1991,10/7/1991,F,,F081,189,2,5,1120,501,450,2,14,,
373LA_197_F081_F,373,1991,10/11/1991,F,,F081,197,2,18,900,483,434,1,9,,
373LA_193_F081_F,373,1991,10/7/1991,F,,F081,193,2,16,784,457,410,1,8,,
373LA_200_F081_F,373,1991,10/11/1991,F,,F081,200,2,21,1040,492,442,2,11,,
373LA_196_F081_F,373,1991,10/7/1991,F,,F081,196,2,20,1145,491,443,1,13,,
373LA_192_F081_F,373,1991,10/7/1991,F,,F081,192,2,14,810,456,410,1,9,,
373LA_199_F081_F,373,1991,10/11/1991,F,,F081,199,2,20,725,451,403,1,8,,
373LA_125_F081_R,373,1991,10/11/1991,R,,F081,125,2,23,855,465,419,1,11,,
373LA_205_F081_F,373,1992,10/7/1992,F,,F081,205,2,6,890,468,422,1,8,,
373LA_207_F081_F,373,1992,10/7/1992,F,,F081,207,2,9,562,376,336,,4,Y,+
373LA_204_F081_F,373,1992,10/7/1992,F,,F081,204,2,5,958,484,439,1,13,Y,+
373LA_206_F081_F,373,1992,10/7/1992,F,,F081,206,2,8,828,465,416,1,7,,
373LA_202_F081_F,373,1992,10/7/1992,F,,F081,202,2,1,1091,495,446,1,10,,
373LA_135_F081_R,373,1992,10/7/1992,R,,F081,135,2,18,1105,481,432,2,16,,#195;age inferred;VI-TL
373LA_134_F081_R,373,1992,10/7/1992,R,,F081,134,2,17,1039,516,466,1,23,,#9;age inferred
373LA_133_F081_R,373,1992,10/7/1992,R,,F081,133,2,16,1132,487,439,1,15,,#77;age inferred
373LA_132_F081_R,373,1992,10/7/1992,R,,F081,132,2,15,1000,479,430,1,12,,#121;age inferred
373LA_209_F081_F,373,1992,10/7/1992,F,,F081,209,2,12,821,460,414,1,7,,
373LA_131_F081_R,373,1992,10/7/1992,R,,F081,131,2,14,1273,524,476,1,24,,#6;age inferred
373LA_210_F081_F,373,1992,10/7/1992,F,,F081,210,1,19,923,474,427,1,9,,
373LA_130_F081_R,373,1992,10/7/1992,R,,F081,130,2,13,1043,500,453,1,14,,#129;age inferred
373LA_129_F081_R,373,1992,10/7/1992,R,,F081,129,2,11,1082,502,453,,15,,TL
373LA_203_F081_F,373,1992,10/7/1992,F,,F081,203,2,4,873,477,428,1,8,,
373LA_128_F081_R,373,1992,10/7/1992,R,,F081,128,2,7,1200,529,480,,15,,TL
373LA_127_F081_R,373,1992,10/7/1992,R,,F081,127,2,3,953,470,425,1,12,,#140;age inferred
373LA_126_F081_R,373,1992,10/7/1992,R,,F081,126,2,2,1049,492,444,1,14,,TL
373LA_208_F081_F,373,1992,10/7/1992,F,,F081,208,2,10,699,447,401,,5,,very fast growing
373LA_225_F081_F,373,1993,10/7/1993,F,,F081,225,2,14,304,328,297,,2,Y,+
373LA_240_F081_F,373,1993,10/13/1993,F,,F081,240,2,12,929,479,432,,10,,
373LA_239_F081_F,373,1993,10/13/1993,F,,F081,239,2,11,811,470,423,1,7,,
373LA_238_F081_F,373,1993,10/13/1993,F,,F081,238,2,10,895,472,426,,10,,
373LA_237_F081_F,373,1993,10/13/1993,F,,F081,237,2,9,886,480,432,,8,,
373LA_236_F081_F,373,1993,10/13/1993,F,,F081,236,2,8,703,452,405,1,6,,
373LA_235_F081_F,373,1993,10/13/1993,F,,F081,235,2,7,210,310,271,,2,Y,+
373LA_234_F081_F,373,1993,10/13/1993,F,,F081,234,2,6,721,450,406,1,7,,
373LA_232_F081_F,373,1993,10/13/1993,F,,F081,232,2,4,715,448,402,,6,,MAXILLA RIPPED
373LA_231_F081_F,373,1993,10/13/1993,F,,F081,231,2,3,855,476,429,1,10,,
373LA_233_F081_F,373,1993,10/13/1993,F,,F081,233,2,5,959,490,444,,9,,
373LA_230_F081_F,373,1993,10/13/1993,F,,F081,230,2,2,1008,501,451,,12,,
373LA_228_F081_F,373,1993,10/7/1993,F,,F081,228,1,17,174,286,260,,2,,picture quality
373LA_229_F081_F,373,1993,10/13/1993,F,,F081,229,2,1,1324,541,490,,17,,
373LA_226_F081_F,373,1993,10/7/1993,F,,F081,226,2,15,683,448,401,1,9,,
373LA_211_F081_F,373,1993,9/27/1993,F,,F081,211,1,1,845,473,425,,8,,
373LA_224_F081_F,373,1993,10/7/1993,F,,F081,224,2,13,714,449,407,,5,,
373LA_223_F081_F,373,1993,10/7/1993,F,,F081,223,2,12,679,444,395,1,6,,
373LA_222_F081_F,373,1993,10/7/1993,F,,F081,222,2,11,869,467,420,1,7,,
373LA_221_F081_F,373,1993,10/7/1993,F,,F081,221,2,10,657,445,399,1,8,,
373LA_220_F081_F,373,1993,10/7/1993,F,,F081,220,2,9,835,457,411,,5,,
373LA_219_F081_F,373,1993,10/7/1993,F,,F081,219,2,8,956,475,428,1,12,,
373LA_218_F081_F,373,1993,10/7/1993,F,,F081,218,2,7,754,453,407,2,6,,
373LA_217_F081_F,373,1993,10/7/1993,F,,F081,217,2,6,612,424,379,1,4,,best pictue yet
373LA_216_F081_F,373,1993,10/7/1993,F,,F081,216,2,5,897,477,429,2,14,,
373LA_215_F081_F,373,1993,10/7/1993,F,,F081,215,2,4,752,443,396,,8,,
373LA_214_F081_F,373,1993,10/7/1993,F,,F081,214,2,3,776,453,405,2,7,,
373LA_213_F081_F,373,1993,10/7/1993,F,,F081,213,2,2,468,433,387,1,5,,
373LA_212_F081_F,373,1993,10/7/1993,F,,F081,212,2,1,168,274,247,,2,,
373LA_227_F081_F,373,1993,10/7/1993,F,,F081,227,2,16,778,470,427,1,8,,
373LA_153_F081_R,373,1993,10/13/1993,R,,F081,153,2,22,1020,502,457,1,14,,#72;age inferred
373LA_146_F081_R,373,1993,10/13/1993,R,,F081,146,2,15,1232,555,504,1,28,,#157;age inferred
373LA_150_F081_R,373,1993,10/13/1993,R,,F081,150,2,19,899,483,433,1,18,,R100;age inferred
373LA_148_F081_R,373,1993,10/13/1993,R,,F081,148,2,17,973,476,427,2,14,,#112;age inferred
373LA_151_F081_R,373,1993,10/13/1993,R,,F081,151,2,20,1068,509,461,2,,,
373LA_149_F081_R,373,1993,10/13/1993,R,,F081,149,2,18,1063,488,440,1,16,,#77;age inferred
373LA_152_F081_R,373,1993,10/13/1993,R,,F081,152,2,21,917,472,425,1,16,,#183;age inferred
373LA_147_F081_R,373,1993,10/13/1993,R,,F081,147,2,16,1154,515,468,1,20,,#173;age inferred
373LA_154_F081_R,373,1993,10/13/1993,R,,F081,154,2,23,921,490,439,1,16,,#113;age inferred
373LA_155_F081_R,373,1993,10/13/1993,R,,F081,155,2,24,471,407,359,1,,,
373LA_156_F081_R,373,1993,10/13/1993,R,,F081,156,2,25,952,485,438,1,17,,#170;age inferred
373LA_157_F081_R,373,1993,10/13/1993,R,,F081,157,2,26,1173,520,472,1,17,,R98;age inferred
373LA_141_F081_R,373,1993,10/7/1993,R,,F081,141,2,23,1012,486,438,1,16,,#77;age inferred
373LA_158_F081_R,373,1993,10/13/1993,R,,F081,158,2,27,850,478,428,1,,,
373LA_145_F081_R,373,1993,10/13/1993,R,,F081,145,2,14,1075,501,450,1,16,,#176;age inferred
373LA_144_F081_R,373,1993,10/13/1993,R,,F081,144,2,13,914,486,440,1,12,,#177;age inferred
373LA_143_F081_R,373,1993,10/7/1993,R,,F081,143,2,25,1190,526,479,1,,,TAG LOSS?
373LA_142_F081_R,373,1993,10/7/1993,R,,F081,142,2,24,957,482,432,1,20,,#151;age inferred
373LA_139_F081_R,373,1993,10/7/1993,R,,F081,139,2,21,897,481,431,1,11,,#192;age inferred
373LA_137_F081_R,373,1993,10/7/1993,R,,F081,137,2,19,1048,501,457,2,19,,#171;age inferred
373LA_138_F081_R,373,1993,10/7/1993,R,,F081,138,2,20,971,486,440,1,,,
373LA_140_F081_R,373,1993,10/7/1993,R,,F081,140,2,22,1054,495,446,1,15,,#196;age inferred
373LA_136_F081_R,373,1993,10/7/1993,R,,F081,136,2,18,1080,521,471,1,15,,#88;age inferred
373LA_253_F081_F,373,1994,10/5/1994,F,,F081,253,2,9,896,489,442,1,12,,
373LA_254_F081_F,373,1994,10/5/1994,F,,F081,254,2,10,938,489,440,1,11,,
373LA_255_F081_F,373,1994,10/5/1994,F,,F081,255,2,12,1006,494,443,1,15,,
373LA_256_F081_F,373,1994,10/5/1994,F,,F081,256,2,13,1038,481,433,2,11,,
373LA_257_F081_F,373,1994,10/5/1994,F,,F081,257,2,14,941,476,431,1,10,,
373LA_259_F081_F,373,1994,10/12/1994,F,,F081,259,2,3,976,478,429,1,14,,
373LA_260_F081_F,373,1994,10/12/1994,F,,F081,260,2,4,944,477,433,1,12,,
373LA_167_F081_R,373,1994,10/12/1994,R,,F081,167,2,7,896,472,424,1,11,,
373LA_168_F081_R,373,1994,10/12/1994,R,,F081,168,2,10,1083,497,452,2,16,Y,#123;age inferred;+
373LA_261_F081_F,373,1994,10/12/1994,F,,F081,261,2,5,822,463,417,2,8,,
373LA_258_F081_F,373,1994,10/12/1994,F,,F081,258,1,1,411,367,332,1,3,,
373LA_166_F081_R,373,1994,10/12/1994,R,,F081,166,2,2,1149,522,474,1,,,
373LA_252_F081_F,373,1994,10/5/1994,F,,F081,252,2,8,1060,493,444,2,10,,
373LA_246_F081_F,373,1994,10/5/1994,F,,F081,246,2,2,918,486,441,1,7,,
373LA_250_F081_F,373,1994,10/5/1994,F,,F081,250,2,6,849,469,425,2,8,,EGGS TAKEN
373LA_160_F081_R,373,1994,10/5/1994,R,,F081,160,2,11,976,491,442,1,12,,
373LA_249_F081_F,373,1994,10/5/1994,F,,F081,249,2,5,901,480,434,1,11,,
373LA_248_F081_F,373,1994,10/5/1994,F,,F081,248,2,4,838,477,430,2,6,,
373LA_247_F081_F,373,1994,10/5/1994,F,,F081,247,2,3,973,491,445,2,17,,
373LA_173_F081_R,373,1994,10/12/1994,R,,F081,173,2,15,1130,517,469,1,21,,#173;age inferred
373LA_165_F081_R,373,1994,10/5/1994,R,,F081,165,2,19,973,498,451,1,13,,#58;age inferred
373LA_164_F081_R,373,1994,10/5/1994,R,,F081,164,2,18,977,481,436,1,15,,#35;age inferred
373LA_163_F081_R,373,1994,10/5/1994,R,,F081,163,2,17,975,490,442,1,11,,#210;age inferred
373LA_162_F081_R,373,1994,10/5/1994,R,,F081,162,2,16,680,440,396,1,5,,#217;age inferred
373LA_161_F081_R,373,1994,10/5/1994,R,,F081,161,2,15,975,482,435,1,11,,#238;age inferred
373LA_251_F081_F,373,1994,10/5/1994,F,,F081,251,2,7,925,482,434,2,8,,EGGS TAKEN
373LA_180_F081_R,373,1994,10/12/1994,R,,F081,180,2,22,1100,508,458,1,17,,"read as 547,W70;prob.R88?"
373LA_183_F081_R,373,1994,10/12/1994,R,,F081,183,2,25,1141,507,454,1,17,,#146;age inferred
373LA_182_F081_R,373,1994,10/12/1994,R,,F081,182,2,24,997,478,430,1,13,,#219;age inferred
373LA_172_F081_R,373,1994,10/12/1994,R,,F081,172,2,14,1147,498,448,2,14,,#94;age inferred
373LA_181_F081_R,373,1994,10/12/1994,R,,F081,181,2,23,1079,483,436,2,15,,#95;age inferred
373LA_169_F081_R,373,1994,10/12/1994,R,,F081,169,2,11,1085,491,441,1,17,,#77;age inferred
373LA_179_F081_R,373,1994,10/12/1994,R,,F081,179,2,21,813,473,425,1,7,,#208;age inferred
373LA_178_F081_R,373,1994,10/12/1994,R,,F081,178,2,20,1098,491,442,1,13,,#139;age inferred
373LA_177_F081_R,373,1994,10/12/1994,R,,F081,177,2,19,1355,553,497,1,25,,T# READ AS 35br
373LA_176_F081_R,373,1994,10/12/1994,R,,F081,176,2,18,1187,501,454,1,17,,#116;age inferred
373LA_159_F081_R,373,1994,10/5/1994,R,,F081,159,2,1,1325,588,536,1,21,,
373LA_262_F081_F,373,1994,10/12/1994,F,,F081,262,2,6,994,501,450,2,12,,
373LA_263_F081_F,373,1994,10/12/1994,F,,F081,263,2,8,520,387,349,,5,,
373LA_170_F081_R,373,1994,10/12/1994,R,,F081,170,2,12,1117,503,449,1,,,
373LA_264_F081_F,373,1994,10/12/1994,F,,F081,264,2,9,844,475,424,1,8,,
373LA_174_F081_R,373,1994,10/12/1994,R,,F081,174,2,16,1239,544,491,1,16,,#82;age inferred;A06 removed
373LA_175_F081_R,373,1994,10/12/1994,R,,F081,175,2,17,1135,533,481,,18,,#40;age inferred
373LA_171_F081_R,373,1994,10/12/1994,R,,F081,171,2,13,1148,503,453,1,17,,#176;age inferred
373LA_280_F081_F,373,1995,10/12/1995,F,,F081,280,2,10,869,482,430,1,9,,
373LA_281_F081_F,373,1995,10/12/1995,F,,F081,281,2,12,1072,519,471,2,12,,
373LA_282_F081_F,373,1995,10/12/1995,F,,F081,282,2,13,999,488,441,1,15,,
373LA_275_F081_F,373,1995,10/12/1995,F,,F081,275,2,4,829,457,411,1,9,,
373LA_279_F081_F,373,1995,10/12/1995,F,,F081,279,2,9,921,474,428,,10,,
373LA_278_F081_F,373,1995,10/12/1995,F,,F081,278,2,7,1005,486,437,2,9,,
373LA_277_F081_F,373,1995,10/12/1995,F,,F081,277,2,6,1170,493,440,2,11,,
373LA_276_F081_F,373,1995,10/12/1995,F,,F081,276,2,5,1015,485,440,2,11,,
373LA_274_F081_F,373,1995,10/12/1995,F,,F081,274,2,3,1206,508,459,2,7,,
373LA_273_F081_F,373,1995,10/12/1995,F,,F081,273,2,2,828,456,410,1,6,,
373LA_269_F081_F,373,1995,10/4/1995,F,,F081,269,2,5,1148,491,447,2,12,,
373LA_271_F081_F,373,1995,10/4/1995,F,,F081,271,2,7,916,476,427,1,8,,
373LA_266_F081_F,373,1995,10/4/1995,F,,F081,266,2,1,1075,495,452,1,10,,
373LA_270_F081_F,373,1995,10/4/1995,F,,F081,270,2,6,1030,486,443,1,11,,
373LA_268_F081_F,373,1995,10/4/1995,F,,F081,268,2,3,568,402,358,,4,,
373LA_265_F081_F,373,1995,9/26/1995,F,,F081,265,1,1,379,364,327,,4,,
373LA_267_F081_F,373,1995,10/4/1995,F,,F081,267,2,2,880,465,418,2,11,,
373LA_272_F081_F,373,1995,10/12/1995,F,,F081,272,2,1,91,223,203,,2,,
373LA_191_F081_R,373,1995,10/12/1995,R,,F081,191,2,14,1384,510,466,1,18,,#55;age inferred;F23 REMOVED
373LA_184_F081_R,373,1995,10/4/1995,R,,F081,184,2,4,966,477,430,1,12,,#199;age inferredTL;DX9 REINJ.
373LA_189_F081_R,373,1995,10/12/1995,R,,F081,189,2,8,897,469,423,1,15,,VI TL
373LA_190_F081_R,373,1995,10/12/1995,R,,F081,190,2,11,1047,496,445,1,13,,
373LA_186_F081_R,373,1995,10/4/1995,R,,F081,186,2,9,1023,473,427,2,9,,#261;age inferred
373LA_185_F081_R,373,1995,10/4/1995,R,,F081,185,2,8,1007,492,440,1,9,,#264;age inferred
373LA_187_F081_R,373,1995,10/4/1995,R,,F081,187,2,10,1240,513,463,1,17,,#149;age inferred
373LA_194_F081_R,373,1995,10/12/1995,R,,F081,194,2,17,905,485,438,1,19,,#170;age inferred
373LA_188_F081_R,373,1995,10/4/1995,R,,F081,188,2,11,977,487,440,2,18,,#130;age inferred
373LA_192_F081_R,373,1995,10/12/1995,R,,F081,192,2,15,956,481,436,1,11,,#205;age inferred
373LA_195_F081_R,373,1995,10/12/1995,R,,F081,195,2,18,945,472,423,1,8,,#223;age inferred
373LA_193_F081_R,373,1995,10/12/1995,R,,F081,193,2,16,998,510,457,1,13,,#197;age inferred
373LA_208_F081_R,373,1996,10/17/1996,R,,F081,208,2,7,1040,488,440,,23,,#151;age inferred
373LA_203_F081_R,373,1996,10/11/1996,R,,F081,203,2,19,1055,497,447,1,14,,R190;age inferred
373LA_204_F081_R,373,1996,10/11/1996,R,,F081,204,2,20,1137,532,482,1,25,,R115;age inferred
373LA_202_F081_R,373,1996,10/11/1996,R,,F081,202,2,18,960,502,458,1,11,,#227;age inferred
373LA_196_F081_R,373,1996,10/11/1996,R,,F081,196,2,9,901,489,438,1,11,,
373LA_205_F081_R,373,1996,10/17/1996,R,,F081,205,2,3,1271,560,511,2,11,,
373LA_207_F081_R,373,1996,10/17/1996,R,,F081,207,2,6,883,480,434,1,10,,VITL?
373LA_209_F081_R,373,1996,10/17/1996,R,,F081,209,2,9,975,545,492,2,13,,
373LA_210_F081_R,373,1996,10/17/1996,R,,F081,210,2,11,812,473,422,1,9,,VI reinj
373LA_211_F081_R,373,1996,10/17/1996,R,,F081,211,2,12,983,471,435,2,17,,TL;#168;AGE INFERRED
373LA_212_F081_R,373,1996,10/17/1996,R,,F081,212,2,13,968,485,442,1,12,,#226;age inferred
373LA_213_F081_R,373,1996,10/17/1996,R,,F081,213,2,14,1010,484,437,1,13,,R107;age inferred
373LA_214_F081_R,373,1996,10/17/1996,R,,F081,214,2,15,831,480,429,1,22,,#79;age inferred
373LA_206_F081_R,373,1996,10/17/1996,R,,F081,206,2,4,813,458,413,1,9,,VITL?
373LA_200_F081_R,373,1996,10/11/1996,R,,F081,200,2,16,890,468,423,2,12,,#267;age inferred
373LA_198_F081_R,373,1996,10/11/1996,R,,F081,198,2,14,989,496,445,1,10,,VITL;R185;age inferred
373LA_199_F081_R,373,1996,10/11/1996,R,,F081,199,2,15,927,481,435,1,11,,#279;age inferred
373LA_298_F081_F,373,1996,10/16/1996,F,,F081,298,2,10,663,429,387,1,5,,
373LA_297_F081_F,373,1996,10/16/1996,F,,F081,297,2,8,753,459,414,1,5,,
373LA_296_F081_F,373,1996,10/16/1996,F,,F081,296,2,5,929,490,441,1,11,,
373LA_295_F081_F,373,1996,10/16/1996,F,,F081,295,2,2,726,445,400,1,9,,
373LA_294_F081_F,373,1996,10/16/1996,F,,F081,294,2,1,916,461,415,2,9,,
373LA_293_F081_F,373,1996,10/11/1996,F,,F081,293,2,12,541,408,366,1,6,,
373LA_283_F081_F,373,1996,10/11/1996,F,,F081,283,2,1,56,190,173,,1,,
373LA_290_F081_F,373,1996,10/11/1996,F,,F081,290,2,8,982,475,430,2,10,,
373LA_201_F081_R,373,1996,10/11/1996,R,,F081,201,2,17,1009,503,454,1,15,,#58;age inferred
373LA_289_F081_F,373,1996,10/11/1996,F,,F081,289,2,7,1119,504,456,2,8,,
373LA_288_F081_F,373,1996,10/11/1996,F,,F081,288,2,6,1042,495,448,1,12,,
373LA_287_F081_F,373,1996,10/11/1996,F,,F081,287,2,5,856,483,440,1,11,,
373LA_286_F081_F,373,1996,10/11/1996,F,,F081,286,2,4,891,490,439,1,12,,
373LA_285_F081_F,373,1996,10/11/1996,F,,F081,285,2,3,1126,486,436,2,9,,
373LA_291_F081_F,373,1996,10/11/1996,F,,F081,291,2,10,536,410,368,,5,,RED FINS
373LA_284_F081_F,373,1996,10/11/1996,F,,F081,284,2,2,317,342,310,,4,,RED FINS
373LA_215_F081_R,373,1996,10/17/1996,R,,F081,215,2,16,996,482,435,1,15,,#219;age inferred
373LA_292_F081_F,373,1996,10/11/1996,F,,F081,292,2,11,531,393,355,,3,,RED FINS
373LA_197_F081_R,373,1996,10/11/1996,R,,F081,197,2,13,997,513,458,1,14,,#197;age inferred
373LA_304_F081_F,373,1997,10/17/1997,F,,F081,304,2,5,810,473,422,1,7,,
373LA_224_F081_R,373,1997,10/17/1997,R,,F081,224,2,23,1016,492,444,1,16,,#139;R178;age inferred
373LA_225_F081_R,373,1997,10/17/1997,R,,F081,225,2,24,1084,509,460,1,20,,R88
373LA_226_F081_R,373,1997,10/17/1997,R,,F081,226,2,25,930,480,431,1,17,,#259;age inferred
373LA_227_F081_R,373,1997,10/17/1997,R,,F081,227,2,26,980,493,442,1,11,,#264;R185;R198;age inferred
373LA_228_F081_R,373,1997,10/17/1997,R,,F081,228,2,27,925,498,452,1,23,,#117;R68;R120;age inferred
373LA_299_F081_F,373,1997,10/9/1997,F,,F081,299,2,1,431,369,334,2,3,,
373LA_229_F081_R,373,1997,10/17/1997,R,,F081,229,2,28,981,493,443,1,12,,#296;age inferred
373LA_230_F081_R,373,1997,10/17/1997,R,,F081,230,2,29,950,510,457,,15,,#197;age inferred
373LA_300_F081_F,373,1997,10/9/1997,F,,F081,300,2,2,1195,495,447,2,10,,
373LA_223_F081_R,373,1997,10/17/1997,R,,F081,223,2,22,989,481,432,1,15,,#192;age inferred
373LA_303_F081_F,373,1997,10/17/1997,F,,F081,303,2,4,703,437,393,1,5,,
373LA_302_F081_F,373,1997,10/17/1997,F,,F081,302,2,3,840,463,422,1,11,,
373LA_305_F081_F,373,1997,10/17/1997,F,,F081,305,2,6,870,460,417,1,12,,
373LA_306_F081_F,373,1997,10/17/1997,F,,F081,306,2,7,1004,491,440,2,15,,
373LA_307_F081_F,373,1997,10/17/1997,F,,F081,307,2,8,962,502,450,1,13,,BLIND L.EYE
373LA_308_F081_F,373,1997,10/17/1997,F,,F081,308,2,9,686,435,391,,5,,
373LA_309_F081_F,373,1997,10/17/1997,F,,F081,309,2,10,879,462,423,1,12,,
373LA_310_F081_F,373,1997,10/17/1997,F,,F081,310,2,11,957,497,443,2,14,,
373LA_311_F081_F,373,1997,10/17/1997,F,,F081,311,2,12,848,467,421,1,7,,
373LA_312_F081_F,373,1997,10/17/1997,F,,F081,312,2,13,662,430,384,1,5,,
373LA_313_F081_F,373,1997,10/17/1997,F,,F081,313,2,14,923,470,424,1,12,,
373LA_314_F081_F,373,1997,10/17/1997,F,,F081,314,2,15,798,462,420,1,10,,
373LA_301_F081_F,373,1997,10/17/1997,F,,F081,301,2,1,973,480,435,1,9,,
373LA_218_F081_R,373,1997,10/17/1997,R,,F081,218,2,17,1025,493,446,2,22,,#120;age inferred
373LA_221_F081_R,373,1997,10/17/1997,R,,F081,221,2,20,963,491,441,1,19,,#196;age inferred
